"RunOrder","Tube","Cell","Sample","ID","Diet","Population","PoolSize","3-Dehydroxycarnitine","Carnitine","Acetylcarnitine","Octanoylcarnitine","Myristoleoylcarnitine (AC 14:1)","Myristoylcarnitine","9,12-Hexadecadienyoylcarnitine (AC 16:2)","Palmitoleylcarnitine (AC 16:1)","Palmitoylcarnitine (AC 16:0)","3-Hydroxypalmitoleoylcarnitine (AC 16:1-OH)","Hepadecanoylcarnitine (AC 17:0)","3-Hydroxypalmitoylcarnitine (AC 16:0-OH)","Linolenylcarnitine","Linoleoylcarnitine","Oleoylcarnitine","3-Hydroxy-9-octadecenoylcarnitine (AC 18:1-OH)","3-Hydroxyoctadecanoylcarnitine (AC 18:0-OH)","Arachidonylcarnitine (AC 20:4)","Eicoseneoylcarnitine (AC22:1)","Docosanoylcarnitine (AC 22:0)","Dodecanoylcarnitine (AC 12:0)","Stearoylcarnitine","Acetylcholine","Choline","phosphocholine","Glycerophosphocholine","Citrulline","Cytosine","N-Acetyl-D-glucosamine","Methionine","Adenine","5'-Methylthioadenosine","Uridine","Niacinamide (Nicotinamide)","Uracil","Creatine","Tyrosine","Guanine","Nicotinamide mononucleotide","Betaine","Glucosamine","Methylhistidine","Cytidine diphosphate choline (CDPcholine)","Aminocyclopropanecarboxylic acid","arginine","Pipecolate","N6,N6,N6-Trimethyl-L-lysine","Guanosine 5'diphosphate","N-alpha-Acetyl-L-lysine","Spermidine","Spermine","Ethyl 3-ureidopropionate","Thiamine monophosphate","Riboflavin","Guanosine disphosphate mannose","5'-Deoxyadenosine","Adenosine","Adenosine diphosphate ribose","Ophthalmic acid","Epinephrine","3-Hyroxykynurenine","Lumichrome","2-hydroxypyridine","2-oxobutanoate","Dethiobiotin","17,21-Dihydroxy-17alpha-pregn-4-ene-3,20-dione","Sphinganine","1-Naphthylamine","Oleoyl glycerol"
38,"X1","A1","HSD_1_005","T1S","HSD","1","5",-0.611354334505057,-0.565228477341434,-0.350025618585797,-0.565556114757305,-0.887044593262525,-0.622391445252558,-1.02342431705598,-0.583266173395981,-0.654527854053105,-0.749743164480272,-1.0463037995938,-0.816578622082774,-0.71072084743993,-0.853644213265931,-0.662587663620884,-0.675511384076589,-0.861803478278848,-0.475681648302483,-0.885969679748087,-0.421650241927958,-0.954028961005783,-0.723382020820742,-0.584369739853931,-0.384306134809245,-0.474393934826423,-0.318549095087151,-0.342539669222071,-0.555144387071902,-0.475631210265458,-0.602052329260026,-0.431644514325509,-0.597721175328879,-0.731760441186425,-0.661434391022784,-0.205713398933082,-0.628431616278371,-0.737804921870699,-0.609566559425736,-0.437303722139857,-0.450725081242164,-0.584983063100358,-0.424568318432055,-0.520292728259636,-0.353281680755774,-0.338982205691647,-0.318995385191766,-0.521522539882767,-0.56404010194342,-0.669712947230478,-0.692125031136336,-0.874179119130127,-0.617681532231717,-0.501297425644944,-0.798749867701205,-0.365782610912223,-0.16654611503867,-0.52634448351556,-0.357082040718788,-0.294738784243313,-0.740821965967438,-0.773978257633063,-0.526264831823532,-0.503474747595078,-0.461109524119288,-0.51196128864107,0.141777630882675,-0.552529948557777,-0.857584345212938,-0.192488703623582
13,"X2","A2","HSD_1_050","T1M","HSD","1","50",0.112490923381343,0.14235305699564,0.226760359838446,0.254905383388212,0.148611562646385,0.226641366206592,0.0634806581841838,0.228604799225848,0.176504958675943,0.303196457287648,-0.145441302270887,0.24175467131716,0.236415051238009,0.0571397276516263,0.166220624994605,0.239598367562201,0.143772208440583,0.138364633200654,0.0984519427748456,-0.0146335311242485,0.174701252651255,0.0605772661742208,0.108605551907392,0.171777389884053,0.0874344808428908,0.293877232297818,0.0723095289490709,0.102622871959718,0.268495597309118,0.125711777948545,0.137563760265556,0.0564041208348645,0.250226400315219,0.173601599849951,0.0690143050000049,0.143761335891248,0.090689686975125,0.178811747206673,0.160726733025791,0.145717793206675,0.160121785693459,0.175558894941536,0.164968970483026,0.101646929008679,0.0769990452049774,0.138703461516317,0.0791978445887196,-0.105946594337279,0.143766110492912,0.00398340739659453,0.1559987218267,-0.0857959655243157,0.0267275034271046,0.170098030728655,0.0487470910692887,0.297937590768389,0.22756412409149,0.132620726049704,0.250885935963682,0.0736922771643966,0.150204789241812,0.0270779623662336,0.344655782927266,0.25218869104696,0.386655117928009,0.19962153717367,-0.414596575144954,0.123706361084486,0.596579976272296
6,"X3","A3","HSD_1_100","T1L","HSD","1","100",0.368664702448468,0.378056351389986,0.403661452710944,0.645353069584377,0.596086316076978,0.529287539038486,0.51075649508233,0.521080861292995,0.486264195765548,0.756754415558184,0.180835722054478,0.616847205845683,0.487215353499051,0.390569224697191,0.478367946442062,0.581078788002771,0.436518121565719,0.245523515078029,0.357741085164183,-0.0126112517903065,0.640567045431879,0.353896320576363,0.381550905484441,0.352884717873352,0.254119295182111,0.443515717061893,0.172780294196983,0.270417987018059,0.312051819671821,0.331625846583068,0.230575412451039,0.277729215281982,0.476877271625921,0.348174656023448,0.0830543430799828,0.0889094127821153,0.311810549385251,0.360215017562378,0.289914736029306,0.383005751652383,0.363857502122772,0.382721235128862,0.361589264477299,0.0983722763966179,0.194741970327062,0.162464050717981,0.165498356082073,0.119250956065935,0.355216073010522,0.369288463000141,0.346014866935104,0.0577478814209926,0.32142713639703,0.5056459093962,0.198047235463636,0.414332074618636,0.471299933717606,0.354415084569605,0.518240303278096,0.441675582865934,0.433623938104297,0.169070235536453,0.609911057629466,0.492936115179121,0.629041649728878,0.249539264245892,-0.0776175142735314,0.369301526479987,0.715371236854867
7,"X4","B1","HSD_2_005","T2S","HSD","2","5",-0.83496509349696,-0.432357421262259,-0.500758872393327,-0.590861940173395,-0.743189921096098,-0.534898732649528,-1.22302741863437,-0.481634253470207,-0.535086888531755,-0.658114108299998,-0.895576522849303,-0.796836837631279,-0.778750341226356,-0.777112304039466,-0.534627461501427,-0.53739977272392,-0.771896243620643,-0.205026991272041,-0.762391488564383,-0.386860823940482,-0.880916497322076,-0.666501910284795,-0.808897623968282,-0.389393556991678,-0.489365541076785,-0.405288385556053,-0.321816279376578,-0.503549684891704,-0.403642859499211,-0.607042607048328,-0.389025483820549,-0.708845917592237,-0.709357242067803,-0.572856373550571,-0.265897609778858,-0.254256182692166,-0.831292753617125,-0.592317435077191,-0.468798541387256,-0.780947327555245,-0.601870975117425,-0.479122234799759,-0.523025142408443,-0.321258590214082,-0.332063387006654,-0.324172314187109,-0.622159425740012,-0.139447309391206,-0.579020947482437,-0.611687990188359,-0.435661825070607,-0.407545905753867,-0.44146047375414,-0.816318617474342,-0.217835318141702,-0.341142283011846,-0.424666387516358,-0.427635665910916,-0.56352389232574,-0.755143022161451,-0.697840891978744,-0.472076384059056,-0.843654526560833,-0.359024842676154,-0.886655297908177,0.310135951484218,-0.845730239640282,-0.929261984141061,-0.461747188650782
54,"X5","B2","HSD_2_050","T2M","HSD","2","50",0.067307592578854,0.223277103011976,0.156510169142449,0.34619900837452,0.422334671287,0.291813423307651,0.165751655111963,0.325030318896951,0.215777384211585,0.503119619061899,-0.0100588333085767,0.350249767258862,0.136598081335261,0.103444831047328,0.278393963963317,0.410374592192681,0.221738962636072,0.0405275575056203,0.133231404132313,0.0538425325771019,0.430112074280303,0.130562426586959,0.0674167830011871,0.151740155688967,0.104085558346988,0.0845235472270751,0.0317679588233357,0.114953539100865,0.211779516280327,0.152429577962325,0.10963760768171,0.130402053585981,0.18727309894993,0.174426733150047,0.0179127612801135,0.062981528500778,0.0744241452478729,0.153563619219513,0.123702661631992,-0.0747144912228066,0.181020840934399,0.186795909159898,0.106125651003667,-0.00175400351342869,0.0878021291270494,0.0722825241608822,-0.0173547498283346,-0.0556464444859222,0.0695597960581491,0.0621415346189576,0.108194521957842,-0.141338414840245,0.100735822668148,0.251993181068184,0.0838198778035144,0.24199264694469,0.274835527626353,0.257071041202338,0.181289786474048,0.170196522914908,0.190275333510912,0.0649791066283161,0.516441386997765,0.180464161324415,0.275621803341989,0.292019055456448,-0.120768231910823,0.130923831844063,0.656056679710398
47,"X6","B3","HSD_2_100","T2L","HSD","2","100",0.268742408035346,0.416492672191214,0.315425392841939,0.586428119868655,0.801263780175231,0.524878432115274,0.523558097342016,0.574170922881255,0.492926289213631,0.907656194752701,0.221468062219989,0.699622838883778,0.452196728019472,0.443286698256451,0.52457878477966,0.703887750110535,0.528140672069768,0.335298317958921,0.407150473587793,0.0255011915753665,0.84392524390038,0.346874012112417,0.26523194802275,0.338468468875917,0.234054399403317,0.245453855322887,0.219503979796825,0.348361688506141,0.303817521878224,0.33673138403853,0.333924384659829,0.348734459777691,0.443320280352308,0.384542677645546,0.0956179353753859,0.225375690044476,0.427593422078426,0.314381694509658,0.265269189816491,0.141640989486558,0.339784341460613,0.363468619426691,0.260683022856631,0.031948172839745,0.2743851482866,0.26846711231404,0.166243066839516,0.292153871304024,0.335001579534999,0.384269083717497,0.316420595403747,0.157649187664331,0.307043465228449,0.559380481320495,0.10289662395289,0.356844093978951,0.450191529070134,0.324936154040749,0.325769226361107,0.498032464302463,0.444492914493031,0.226197232994561,0.282867166585595,0.355169742603087,0.627003867987248,0.121328167217308,-0.060096544461441,0.365667246333041,0.669125120137418
22,"X7","C1","HSD_3_005","T3S","HSD","3","5",-0.814810984684796,-0.414213634980426,-0.501496673141996,-1.05886719159071,-0.67998710545683,-0.538264399583663,-0.771120613818208,-0.497338512022389,-0.557109432259435,-0.705803271744293,-0.909336436496413,-0.745831312874952,-0.471786936729487,-0.658951841146495,-0.577279480032587,-0.567555124185563,-0.74130558489937,-0.250801387891687,-0.637825396067422,-0.426733343335629,-0.894018566207369,-0.66061667640805,-0.804069267060625,-0.409599749520853,-0.472715634169828,-0.00220732708475335,-0.315809923330137,-0.399483717678703,-0.499823216331031,-0.74099406858753,-0.329888507174386,-0.636329905424865,-0.706709695882157,-0.515165829496526,-0.204117022986296,-0.354844852060046,-0.563639141979488,-0.480699936407552,-0.526371983206503,-0.789058674186123,-0.609224662114638,-0.445933041675931,-0.451794805821878,-0.282866129566488,-0.303416885966086,-0.169079530238038,-0.466593812557284,0.0326984129528674,-0.558991720112947,-0.614155500771933,-0.441113701687941,-0.770749919230825,-0.528540171955526,-0.647756825130294,-0.333099058091586,-0.260816038370375,-0.447061115631663,-0.299264668074316,-0.685104694565554,-0.598827352133687,-0.592117068428762,-0.349935954579382,-0.576184155082441,-0.379835074412647,-0.581244626798191,0.176040289517254,-1.301846592669,-0.748840354962869,-0.499494994067882
49,"X8","C2","HSD_3_050","T3M","HSD","3","50",0.0891654799732482,0.244710748875907,0.124287305354912,0.322007880570473,0.429264806682883,0.388467735927891,0.446598737985148,0.415154993778894,0.269898640705379,0.54487698622173,-0.0449644066662653,0.380237348912066,0.755037477142142,0.312313159607905,0.312834094240437,0.425579433283874,0.113445950195401,0.107312238862224,0.0598460440295963,0.0487295066855022,0.450881603760251,0.100212549509901,0.0990170999250184,0.225973243520811,0.121058576823945,0.586745263306757,0.0871028742752786,0.301433011539697,0.222843039111066,0.0699796814045328,0.168552584094231,0.188408878780991,0.294580497770619,0.237155446386744,0.106124474286156,-0.121805702559513,0.0709089920882713,0.267615983052877,0.0874892065356541,-0.0164990566861638,0.155366028353422,0.174012252236367,0.292617156361451,0.0709168063654646,0.0196524626089527,0.0241789498649458,-0.0426984291736856,0.0646283670619745,0.129944346115558,0.0590669937671988,0.24382837940319,-0.0873074050374898,0.136934612563862,0.380208105434618,0.216403827203102,0.379013415833811,0.322573502867416,0.421917812613834,0.00580188070888799,0.245899060785574,0.218512636496905,0.253941622313122,0.232323102998169,0.223636208890116,0.28432454682066,0.263605998237488,-0.152619659962693,0.156963391622644,0.528595834887527
51,"X9","C3","HSD_3_100","T3L","HSD","3","100",0.324112365243312,0.405239737539214,0.305013370343024,0.522495185454528,0.62318080443719,0.481208273040179,0.543068754905777,0.534466272983379,0.400521827816258,0.746180859908878,0.115848099488246,0.566739081928009,0.775400952692563,0.46705397956262,0.470906707854819,0.580400902219381,0.329670242791986,0.192284801106269,0.271428432799549,0.00331810457787274,0.652275048462871,0.247341567753388,0.32479168132719,0.341859987166387,0.209915783911111,0.599897728581722,0.159622533429371,0.424206343065739,0.127849699564688,0.223089202695179,0.281961759389342,0.331845286278186,0.450624995152914,0.395527112355404,0.126978953522026,0.165129940596588,0.363496055109066,0.365619850014643,0.200912455938346,0.15627222335103,0.267420341762794,0.304649058557151,0.326354202816098,0.170572134508222,0.224525517352777,0.16121716348831,0.171587367672706,0.149488089590016,0.3393450094606,0.349891001884671,0.463809433825396,0.00849361160371309,0.287380378938162,0.557425435260306,0.131482305329002,0.416227311547312,0.493623014397468,0.418434098285601,0.306240204268503,0.492524804439623,0.419894769669749,0.494307953862626,0.309112706808518,0.298698114584422,0.559873874175213,-0.868183899563626,0.14324065287283,0.37361003067799,0.816215623419334
21,"X10","D1","HSD_4_005","T4S","HSD","4","5",-0.669812811292406,-0.492132142307311,-0.461452456976019,-1.04342393756503,-0.805183199542172,-0.680100886127913,-1.05413987124541,-0.668293419893218,-0.731771999124456,-0.787857614344786,-1.03172303113844,-0.809316007153175,-0.74505606522678,-0.926601994811269,-0.71958732184469,-0.684463416755096,-0.828792483690958,-0.380070284865616,-0.80590163117188,-0.42572455119198,-0.925029613063375,-0.753305660604974,-0.700636200596735,-0.540832785652912,-0.493439542870102,-0.346171621473751,-0.338007259410931,-0.698143571154542,-0.525871414626542,-0.741170603597581,-0.430713191269099,-0.689148120214404,-0.80488837979989,-0.565522984134056,-0.358191095678981,-0.241613654709938,-0.485476629375563,-0.683121466384908,-0.568964859686961,-0.770204354576701,-0.583929362798421,-0.500620144327105,-0.739773182627791,-0.366760993196558,-0.315734674907123,-0.158555056686324,-0.469407525040229,-0.194592155771566,-0.391484445334395,-0.585827440523476,-0.924452905682422,-0.527413601451575,-0.590684011162094,-0.879168524851814,-0.457126393434408,-0.232903599629102,-0.566457265815734,-0.298967387474991,-0.555586729311766,-0.608754835322864,-0.68515714363541,-0.58210631890652,-0.689355852557402,-0.513744867478486,-0.907904043806998,-1.62288210398536,0.0911998456950753,-0.765475498950212,-0.412370263763143
